TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 21:46:10; 0.038083; 11.0594; 16; 0.5954
2026-01-15 21:46:13; 0.037824; 13.6321; 23; 0.6154
2026-01-15 21:46:17; 0.034142; 8.1006; 10; 0.5438
2026-01-15 21:46:20; 0.030726; 9.3761; 16; 0.6486
2026-01-15 21:46:24; 0.019262; 9.5176; 10; 0.5298
2026-01-15 21:46:27; 0.007634; 5.0872; 10; 0.6806
2026-01-15 21:46:31; 0.015647; 5.6316; 8; 0.6669
2026-01-15 21:46:34; 0.014587; 6.7568; 9; 0.7064
2026-01-15 21:46:38; 0.014873; 7.6408; 14; 0.6511
2026-01-15 21:46:41; 0.030137; 11.6447; 23; 0.6211
2026-01-15 21:46:45; 0.014888; 5.1339; 7; 0.6984
2026-01-15 21:46:48; 0.023999; 4.9762; 7; 0.5498
2026-01-15 21:46:52; 0.008977; 7.7817; 8; 0.6996
2026-01-15 21:46:55; 0.020143; 5.7367; 12; 0.5990
2026-01-15 21:46:59; 0.038768; 6.9349; 5; 0.6357
2026-01-15 21:47:02; 0.048562; 10.8623; 13; 0.5390
2026-01-15 21:47:06; 0.008679; 5.7807; 8; 0.6522
2026-01-15 21:47:09; 0.014266; 3.4389; 7; 0.6484
2026-01-15 21:47:13; 0.020495; 8.0621; 16; 0.7028
2026-01-15 21:47:16; 0.010293; 9.1669; 22; 0.6619
