TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 21:39:58; 0.027842; 11.4426; 35; 0.6334
2026-01-15 21:40:02; 0.034742; 13.9669; 43; 0.6407
2026-01-15 21:40:05; 0.009704; 8.5669; 25; 0.5994
2026-01-15 21:40:09; 0.009310; 9.7154; 28; 0.6573
2026-01-15 21:40:12; 0.035385; 9.8698; 31; 0.5720
2026-01-15 21:40:16; 0.014025; 5.1941; 15; 0.6990
2026-01-15 21:40:19; 0.013678; 5.9698; 18; 0.7479
2026-01-15 21:40:23; 0.014638; 7.0971; 23; 0.6702
2026-01-15 21:40:26; 0.029163; 8.0184; 24; 0.6551
2026-01-15 21:40:30; 0.024066; 11.9698; 38; 0.6619
2026-01-15 21:40:33; 0.012946; 5.3698; 16; 0.6952
2026-01-15 21:40:37; 0.016806; 5.3698; 16; 0.5874
2026-01-15 21:40:41; 0.022782; 8.1941; 25; 0.7890
2026-01-15 21:40:44; 0.009088; 5.8971; 19; 0.5640
2026-01-15 21:40:48; 0.030520; 7.2941; 22; 0.7015
2026-01-15 21:40:51; 0.040833; 13.4397; 40; 0.5263
2026-01-15 21:40:55; 0.017008; 5.9698; 18; 0.6231
2026-01-15 21:40:58; 0.011679; 3.6213; 11; 0.6326
2026-01-15 21:41:02; 0.007421; 8.1728; 27; 0.6420
2026-01-15 21:41:05; 0.023829; 9.3941; 29; 0.6634
