TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 17:44:26; 0.044055; 13.4368; 57; 0.5787
2026-01-15 17:44:30; 0.032044; 10.6225; 45; 0.6571
2026-01-15 17:44:33; 0.046668; 13.0510; 53; 0.5610
2026-01-15 17:44:37; 0.055471; 12.3196; 51; 0.6201
2026-01-15 17:44:40; 0.019066; 5.3456; 24; 0.5015
2026-01-15 17:44:44; 0.030793; 8.2770; 37; 0.6445
2026-01-15 17:44:47; 0.056353; 15.2853; 65; 0.6323
2026-01-15 17:44:51; 0.040643; 9.2225; 38; 0.7372
2026-01-15 17:44:54; 0.034867; 7.2770; 32; 0.5525
2026-01-15 17:44:58; 0.027085; 13.2167; 53; 0.6450
2026-01-15 17:45:01; 0.050435; 11.0912; 49; 0.5151
2026-01-15 17:45:05; 0.015020; 10.5740; 46; 0.6371
2026-01-15 17:45:08; 0.047973; 9.4426; 42; 0.5860
2026-01-15 17:45:12; 0.006127; 0.4000; 3; 1.1399
2026-01-15 17:45:15; 0.040887; 9.2284; 43; 0.6155
2026-01-15 17:45:19; 0.041722; 11.9456; 57; 0.6639
2026-01-15 17:45:22; 0.021407; 8.3799; 40; 0.4998
2026-01-15 17:45:26; 0.053334; 14.2569; 64; 0.5583
2026-01-15 17:45:29; 0.039096; 10.9397; 47; 0.4974
2026-01-15 17:45:33; 0.041411; 8.3113; 38; 0.5892
