TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 21:48:29; 0.067961; 11.1255; 99; 0.5053
2026-01-15 21:48:33; 0.077120; 12.8770; 119; 0.4977
2026-01-15 21:48:36; 0.024830; 8.2083; 69; 0.4733
2026-01-15 21:48:40; 0.030350; 9.0326; 76; 0.5072
2026-01-15 21:48:43; 0.082823; 10.5669; 93; 0.4808
2026-01-15 21:48:47; 0.041988; 4.7456; 41; 0.4940
2026-01-15 21:48:50; 0.032233; 5.3598; 43; 0.6348
2026-01-15 21:48:54; 0.045025; 7.0556; 67; 0.6224
2026-01-15 21:48:57; 0.070048; 7.8941; 70; 0.6497
2026-01-15 21:49:01; 0.065336; 11.8941; 110; 0.5713
2026-01-15 21:49:04; 0.037996; 5.2770; 43; 0.5590
2026-01-15 21:49:08; 0.053435; 5.2941; 44; 0.5953
2026-01-15 21:49:11; 0.061259; 7.8527; 70; 0.6437
2026-01-15 21:49:15; 0.036986; 5.0556; 47; 0.4188
2026-01-15 21:49:18; 0.049124; 6.7698; 60; 0.5303
2026-01-15 21:49:22; 0.083738; 10.6841; 95; 0.5030
2026-01-15 21:49:25; 0.019067; 5.5870; 49; 0.4497
2026-01-15 21:49:29; 0.025105; 2.8728; 26; 0.4279
2026-01-15 21:49:32; 0.044955; 7.9385; 75; 0.5255
2026-01-15 21:49:36; 0.063458; 9.3355; 84; 0.5584
