TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 21:53:29; 0.100788; 10.5950; 20; 0.4179
2026-01-15 21:53:33; 0.169005; 11.3667; 28; 0.4184
2026-01-15 21:53:36; 0.048125; 7.8667; 29; 0.5539
2026-01-15 21:53:40; 0.079541; 8.7010; 13; 0.4491
2026-01-15 21:53:43; 0.128825; 9.0601; 15; 0.4138
2026-01-15 21:53:47; 0.050135; 4.4647; 6; 0.5514
2026-01-15 21:53:50; 0.039761; 5.1472; 17; 0.5627
2026-01-15 21:53:54; 0.035311; 6.7111; 4; 0.7321
2026-01-15 21:53:57; 0.124995; 7.4762; 9; 0.5898
2026-01-15 21:54:01; 0.076187; 11.2329; 5; 0.4919
2026-01-15 21:54:04; 0.038912; 4.9656; 6; 0.5899
2026-01-15 21:54:08; 0.049898; 5.0450; 13; 0.4952
2026-01-15 21:54:11; 0.098259; 7.3048; 5; 0.4919
2026-01-15 21:54:15; 0.032903; 4.8479; 25; 0.4196
2026-01-15 21:54:18; 0.129065; 6.4088; 9; 0.4564
2026-01-15 21:54:22; 0.120890; 10.1001; 17; 0.4004
2026-01-15 21:54:25; 0.058079; 5.2369; 10; 0.4638
2026-01-15 21:54:29; 0.036086; 2.7551; 10; 0.4348
2026-01-15 21:54:32; 0.037262; 7.5559; 5; 0.5239
2026-01-15 21:54:36; 0.086592; 9.0076; 38; 0.6770
