TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 19:30:38; 0.060284; 15.2504; 4; 0.7148
2026-01-15 19:30:42; 0.070822; 15.5450; 6; 0.4766
2026-01-15 19:30:45; 0.011411; 3.4271; 4; 0.5750
2026-01-15 19:30:49; 0.026040; 14.7591; 4; 0.6472
2026-01-15 19:30:52; 0.039889; 13.1072; 4; 0.8898
2026-01-15 19:30:56; 0.043253; 12.9921; 6; 0.8282
2026-01-15 19:30:59; 0.011643; 12.0517; 4; 0.7799
2026-01-15 19:31:03; 0.038001; 14.3251; 5; 0.5260
2026-01-15 19:31:06; 0.018596; 13.6671; 5; 0.8677
2026-01-15 19:31:10; 0.044561; 16.8225; 5; 0.5918
2026-01-15 19:31:13; 0.009995; 13.0328; 3; 0.7366
2026-01-15 19:31:17; 0.028671; 11.4658; 4; 0.7669
2026-01-15 19:31:20; 0.037386; 16.8704; 7; 0.6985
2026-01-15 19:31:24; 0.017946; 18.6680; 5; 0.8919
2026-01-15 19:31:27; 0.043630; 12.9301; 6; 0.6598
2026-01-15 19:31:31; 0.011835; 8.8899; 5; 0.6717
2026-01-15 19:31:34; 0.053234; 16.1748; 4; 0.6948
2026-01-15 19:31:38; 0.055323; 20.0139; 4; 0.7948
2026-01-15 19:31:41; 0.025239; 15.7575; 3; 0.6866
2026-01-15 19:31:45; 0.061387; 18.0779; 6; 0.5614
