TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 19:33:01; 0.064580; 15.6889; 33; 0.6205
2026-01-15 19:33:05; 0.093768; 17.2825; 23; 0.6176
2026-01-15 19:33:08; 0.024296; 3.8216; 5; 0.5800
2026-01-15 19:33:12; 0.060911; 15.4260; 14; 0.6499
2026-01-15 19:33:15; 0.042701; 13.5418; 7; 0.8069
2026-01-15 19:33:19; 0.018615; 13.3997; 20; 0.8027
2026-01-15 19:33:22; 0.037084; 12.5919; 11; 0.6633
2026-01-15 19:33:26; 0.052709; 15.0057; 34; 0.5908
2026-01-15 19:33:29; 0.079647; 14.6384; 9; 0.7630
2026-01-15 19:33:33; 0.052014; 17.6431; 23; 0.6632
2026-01-15 19:33:36; 0.044503; 13.4588; 6; 0.6995
2026-01-15 19:33:40; 0.039653; 11.7497; 25; 0.7883
2026-01-15 19:33:43; 0.064320; 17.5237; 16; 0.6772
2026-01-15 19:33:47; 0.021801; 19.1825; 7; 0.8041
2026-01-15 19:33:50; 0.051277; 14.0798; 10; 0.6578
2026-01-15 19:33:54; 0.057447; 9.5870; 9; 0.6397
2026-01-15 19:33:57; 0.027881; 16.8064; 10; 0.7356
2026-01-15 19:34:01; 0.035614; 20.6238; 33; 0.7022
2026-01-15 19:34:04; 0.030509; 16.1778; 7; 0.6780
2026-01-15 19:34:08; 0.043136; 19.4144; 16; 0.7002
