TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 19:28:21; 0.019791; 16.0456; 52; 0.7148
2026-01-15 19:28:25; 0.053837; 17.9912; 56; 0.8645
2026-01-15 19:28:28; 0.027251; 3.7971; 12; 0.4882
2026-01-15 19:28:32; 0.045407; 15.4456; 50; 0.9551
2026-01-15 19:28:35; 0.037554; 14.2669; 44; 0.9403
2026-01-15 19:28:39; 0.038090; 13.8338; 38; 0.8511
2026-01-15 19:28:42; 0.033644; 13.1912; 40; 0.6823
2026-01-15 19:28:46; 0.036336; 15.5698; 50; 0.6904
2026-01-15 19:28:49; 0.064310; 15.3853; 44; 0.9337
2026-01-15 19:28:53; 0.038406; 18.3338; 53; 0.7254
2026-01-15 19:28:56; 0.012734; 14.1426; 44; 0.7585
2026-01-15 19:29:00; 0.027219; 12.0213; 39; 0.8317
2026-01-15 19:29:03; 0.045160; 18.3338; 53; 0.8973
2026-01-15 19:29:07; 0.046343; 20.2368; 61; 0.8380
2026-01-15 19:29:10; 0.059187; 15.9853; 46; 0.7393
2026-01-15 19:29:14; 0.046869; 10.1184; 31; 0.6574
2026-01-15 19:29:17; 0.041348; 17.5154; 54; 0.6904
2026-01-15 19:29:21; 0.021370; 21.2610; 64; 0.7542
2026-01-15 19:29:24; 0.046141; 16.9669; 53; 0.8430
2026-01-15 19:29:28; 0.046777; 20.2154; 63; 0.9151
