TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 19:25:20; 0.375869; 12.2964; 11; 0.4389
2026-01-15 19:25:24; 0.770724; 15.8470; 20; 0.4174
2026-01-15 19:25:27; 0.050516; 3.3289; 7; 0.4713
2026-01-15 19:25:31; 0.452848; 14.6360; 7; 0.5641
2026-01-15 19:25:34; 0.194207; 13.1083; 7; 0.6198
2026-01-15 19:25:38; 0.275137; 12.9855; 32; 0.6732
2026-01-15 19:25:41; 0.116249; 11.8718; 11; 0.5035
2026-01-15 19:25:45; 0.166975; 10.8224; 8; 0.4385
2026-01-15 19:25:48; 0.395036; 13.7299; 15; 0.5418
2026-01-15 19:25:52; 0.203583; 16.8767; 19; 0.4630
2026-01-15 19:25:55; 0.131358; 13.1376; 7; 0.5227
2026-01-15 19:25:59; 0.090195; 11.5833; 9; 0.6308
2026-01-15 19:26:02; 0.233024; 12.1262; 18; 0.4954
2026-01-15 19:26:06; 0.147866; 15.1704; 15; 0.5059
2026-01-15 19:26:09; 0.396518; 13.0883; 16; 0.4867
2026-01-15 19:26:13; 0.226548; 8.9485; 12; 0.4531
2026-01-15 19:26:16; 0.427861; 16.0230; 9; 0.5231
2026-01-15 19:26:20; 0.370053; 20.1208; 9; 0.5341
2026-01-15 19:26:23; 0.387618; 16.2305; 32; 0.4203
2026-01-15 19:26:27; 0.464725; 18.1886; 11; 0.5043
