TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 19:22:33; 0.267156; 12.0799; 4; 0.6045
2026-01-15 19:22:37; 0.660686; 14.8986; 5; 0.5020
2026-01-15 19:22:40; 0.020265; 3.0880; 4; 0.5550
2026-01-15 19:22:44; 0.373024; 14.1701; 4; 0.6324
2026-01-15 19:22:47; 0.193069; 12.8002; 4; 0.7350
2026-01-15 19:22:51; 0.186822; 12.6499; 4; 0.8199
2026-01-15 19:22:54; 0.116342; 11.5885; 3; 0.8000
2026-01-15 19:22:58; 0.109350; 10.5482; 5; 0.4259
2026-01-15 19:23:01; 0.194738; 13.2224; 5; 0.8457
2026-01-15 19:23:05; 0.103145; 16.2115; 5; 0.6178
2026-01-15 19:23:08; 0.078318; 12.9283; 3; 0.7167
2026-01-15 19:23:12; 0.085961; 11.4436; 4; 0.7869
2026-01-15 19:23:15; 0.173866; 11.4689; 5; 0.5760
2026-01-15 19:23:19; 0.133230; 14.6751; 5; 0.6659
2026-01-15 19:23:22; 0.213290; 12.5205; 5; 0.7018
2026-01-15 19:23:26; 0.130682; 8.7241; 3; 0.7296
2026-01-15 19:23:30; 0.378224; 15.2610; 5; 0.5339
2026-01-15 19:23:33; 0.296936; 19.7825; 5; 0.7016
2026-01-15 19:23:37; 0.436690; 15.8084; 3; 0.5966
2026-01-15 19:23:40; 0.355452; 17.2733; 6; 0.4832
