TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 16:32:30; 0.064477; 12.0665; 5; 0.5839
2026-01-15 16:32:33; 0.180069; 9.0291; 4; 0.5122
2026-01-15 16:32:37; 0.178604; 11.7783; 4; 0.2674
2026-01-15 16:32:40; 0.284671; 11.1645; 5; 0.5558
2026-01-15 16:32:44; 0.016432; 4.7250; 3; 0.5265
2026-01-15 16:32:47; 0.043491; 7.2274; 3; 0.6697
2026-01-15 16:32:51; 0.203396; 14.3304; 4; 0.5824
2026-01-15 16:32:54; 0.079505; 8.2469; 3; 0.6297
2026-01-15 16:32:58; 0.036049; 6.4726; 4; 0.5824
2026-01-15 16:33:01; 0.099361; 11.9654; 4; 0.7274
2026-01-15 16:33:05; 0.061874; 9.8099; 6; 0.4999
2026-01-15 16:33:08; 0.095358; 9.9906; 4; 0.5722
2026-01-15 16:33:12; 0.156235; 8.2684; 3; 0.8231
2026-01-15 16:33:15; 0.004741; 0.4123; 2; 1.0799
2026-01-15 16:33:19; 0.084580; 7.5912; 5; 0.4358
2026-01-15 16:33:22; 0.067453; 11.2450; 2; 0.8096
2026-01-15 16:33:26; 0.120393; 7.5190; 4; 0.4796
2026-01-15 16:33:29; 0.130308; 13.0484; 5; 0.3938
2026-01-15 16:33:33; 0.109304; 9.9581; 5; 0.5480
2026-01-15 16:33:36; 0.078500; 7.2047; 4; 0.5100
