TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 17:49:17; 0.011538; 13.3368; 38; 0.5868
2026-01-15 17:49:20; 0.031100; 10.8640; 31; 0.6780
2026-01-15 17:49:24; 0.017677; 13.4095; 37; 0.6024
2026-01-15 17:49:27; 0.014688; 12.6125; 36; 0.6493
2026-01-15 17:49:31; 0.015058; 5.4213; 17; 0.5503
2026-01-15 17:49:34; 0.026206; 8.6184; 26; 0.6343
2026-01-15 17:49:38; 0.043752; 15.5610; 45; 0.6446
2026-01-15 17:49:41; 0.035495; 8.9397; 25; 0.7216
2026-01-15 17:49:45; 0.021542; 7.4184; 22; 0.5620
2026-01-15 17:49:48; 0.041863; 13.4095; 37; 0.6691
2026-01-15 17:49:52; 0.036614; 10.9669; 33; 0.5565
2026-01-15 17:49:55; 0.026338; 10.7397; 31; 0.6337
2026-01-15 17:49:59; 0.033580; 9.8184; 30; 0.6631
2026-01-15 17:50:02; 0.006812; 0.6000; 3; 1.1199
2026-01-15 17:50:06; 0.013009; 9.6426; 29; 0.6552
2026-01-15 17:50:09; 0.034806; 11.8456; 38; 0.6530
2026-01-15 17:50:13; 0.037779; 8.4213; 27; 0.5353
2026-01-15 17:50:16; 0.038803; 14.3397; 43; 0.6201
2026-01-15 17:50:20; 0.009294; 11.0912; 33; 0.5567
2026-01-15 17:50:23; 0.032972; 8.1941; 25; 0.6038
