TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 21:59:03; 0.045226; 10.2837; 5; 0.5020
2026-01-15 21:59:07; 0.056174; 10.8557; 6; 0.4532
2026-01-15 21:59:10; 0.032015; 7.6069; 5; 0.4718
2026-01-15 21:59:14; 0.035253; 7.9713; 5; 0.5079
2026-01-15 21:59:17; 0.022188; 8.6845; 5; 0.5018
2026-01-15 21:59:21; 0.021061; 4.3583; 4; 0.6323
2026-01-15 21:59:24; 0.016876; 5.0495; 3; 0.7059
2026-01-15 21:59:28; 0.016443; 6.6753; 2; 0.8197
2026-01-15 21:59:31; 0.016232; 7.5039; 4; 0.5598
2026-01-15 21:59:35; 0.039848; 11.0890; 3; 0.5500
2026-01-15 21:59:38; 0.013280; 4.8826; 2; 0.8500
2026-01-15 21:59:42; 0.039790; 4.9259; 3; 0.4566
2026-01-15 21:59:45; 0.017164; 7.1496; 3; 0.4899
2026-01-15 21:59:49; 0.027301; 4.5502; 4; 0.4898
2026-01-15 21:59:52; 0.045904; 6.2082; 5; 0.4896
2026-01-15 21:59:56; 0.044057; 9.7658; 6; 0.4582
2026-01-15 21:59:59; 0.022803; 4.9541; 4; 0.6148
2026-01-15 22:00:03; 0.009394; 1.8449; 3; 0.5598
2026-01-15 22:00:06; 0.010832; 7.5573; 3; 0.6432
2026-01-15 22:00:10; 0.040151; 9.0844; 3; 0.5631
