TIMESTAMP_LOG; TIEMPO_PLANIFICACION(s); LONGITUD_CAMINO(m); NUM_PUNTOS; DIST_MEDIA_OBST(m)
2026-01-15 19:07:17; 0.039603; 15.7113; 75; 0.6240
2026-01-15 19:07:21; 0.058842; 17.3397; 79; 0.6465
2026-01-15 19:07:24; 0.038034; 3.6971; 17; 0.4663
2026-01-15 19:07:28; 0.036850; 14.7799; 72; 0.9900
2026-01-15 19:07:31; 0.053772; 14.2912; 65; 0.6657
2026-01-15 19:07:35; 0.027551; 13.8510; 57; 0.8187
2026-01-15 19:07:38; 0.039954; 12.9740; 58; 0.6459
2026-01-15 19:07:42; 0.043592; 15.1456; 73; 0.5940
2026-01-15 19:07:45; 0.094914; 14.7681; 62; 0.9013
2026-01-15 19:07:49; 0.049180; 18.1681; 79; 0.6498
2026-01-15 19:07:52; 0.046272; 14.1255; 65; 0.6719
2026-01-15 19:07:56; 0.035611; 11.8627; 57; 0.7413
2026-01-15 19:07:59; 0.077057; 18.0024; 79; 0.8416
2026-01-15 19:08:03; 0.056703; 19.7882; 90; 0.7936
2026-01-15 19:08:06; 0.046932; 15.4024; 66; 0.6794
2026-01-15 19:08:10; 0.034042; 9.5113; 44; 0.6263
2026-01-15 19:08:13; 0.032026; 17.0225; 77; 0.5965
2026-01-15 19:08:17; 0.071437; 21.3196; 96; 0.7105
2026-01-15 19:08:20; 0.064508; 17.0912; 79; 0.5604
2026-01-15 19:08:24; 0.070791; 19.5882; 89; 0.6529
